author,abstract,title,cited,year,location,linkpdf
Somsak Kittipiyakul,"This work investigates the asymptotic error performance of outage-limited communications in cooperative wireless relay networks, with fading that is quasi-static, with an information-arrival process that is stochastic and bursty, and with bits that have a strictly limited lifespan …",Cooperative diversity in wireless networks with stochastic and bursty traffic,6,2007,../papers2/ICT/Somsak Kittipiyakul/Cooperative-Diversity-in-Wireless-Networks-with-Stochastic-and-Bursty-Traffic.pdf,https://www.researchgate.net/profile/Somsak_Kittipiyakul/publication/224319919_Cooperative_Diversity_in_Wireless_Networks_with_Stochastic_and_Bursty_Traffic/links/543748910cf2bf1f1f2d4a00/Cooperative-Diversity-in-Wireless-Networks-with-Stochastic-and-Bursty-Traffic.pdf
Somsak Kittipiyakul,Abstract The MIT remote microscope system being developed as part of the Computer Aided Prototyping of Advanced Microsystems project has demonstrated the feasibility of a remote microscope which operates over the internet and its effectiveness to inspect integrated …,Automated remote microscope for inspection of integrated circuits,5,1996,../papers2/ICT/Somsak Kittipiyakul/Somsak Kittipiyakul_D2624B.pdf,https://dspace.mit.edu/bitstream/handle/1721.1/39082/38198525-MIT.pdf;sequence=2
Somsak Kittipiyakul,We consider a downlink OFDMA subcarrier allocation problem where the allocation algorithms are gradient-based but only CSI for some subet of subcarriers from each user is available at the transmitter. We propose an iterative version of gradient-based OFDMA …,"Performance of low-feedback-rate, gradient-based OFDMA subcarrier allocation with partial channel information",6,2010,../papers2/ICT/Somsak Kittipiyakul/Somsak Kittipiyakul_70C444.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.935.7306&rep=rep1&type=pdf
Somsak Kittipiyakul,"Abstract We construct cooperative diversity coding schemes that mitigate the effects of symbol asynchronicity among network users. We do so by modifying, at the expense of implementation practicality, the signaling complexity of well behaved existing schemes. The …",Cooperative diversity schemes for asynchronous wireless networks,4,2007,../papers2/ICT/Somsak Kittipiyakul/EKJ_Springer07.pdf,http://www.eurecom.fr/~elia/pubs/EKJ_Springer07.pdf
Somsak Kittipiyakul,"Abstract High demands on the quality of service (QoS), in terms of throughput, delay, and packet loss, in wireless systems have fueled substantial research interest in jointly considering different layers of protocol stack. Integrated design of wireless systems from …",Cross-layer optimization for transmission of delay-sensitive and bursty traffic in wireless systems,3,2008,../papers2/ICT/Somsak Kittipiyakul/qt2824r937.pdf,https://cloudfront.escholarship.org/dist/prd/content/qt2824r937/qt2824r937.pdf
Somsak Kittipiyakul,We study impacts of electric vehicle (EV) home chargers on a typical three-phase distribution transformer (DTR) in distribution grid. We focus on the DTR loading and voltage imbalance. We focus on the distribution grid operated by the Provincial Electricity Authority …,Impacts of home electric vehicle chargers on distribution transformer in Thailand,3,2015,,
Somsak Kittipiyakul,"In this paper, we propose a new time-stable geocast protocol, called iDTSG, for post crash notification in vehicular highway networks. iDTSG is an improvement of the existing DTSG protocol. From ns-3 simulation with realistic channel model and vehicle mobility model …",iDTSG time-stable geocast for post crash notification in vehicular highway networks,3,2012,../papers2/ICT/Somsak Kittipiyakul/Phuchong_Thesis.pdf,http://www2.siit.tu.ac.th/somsak/pub/Phuchong_Thesis.pdf
Somsak Kittipiyakul,"In this paper, we establish a many-sources large deviations principle (LDP) for the stationary workload of a multi-queue single-server system with simplex capacity, operated under a stabilizing and non-idling maximum-weight scheduling policy. Assuming a many-sources …",Many-sources large deviations for max-weight scheduling,2,2008,../papers2/ICT/Somsak Kittipiyakul/Allerton08_KitJavSub.pdf,http://eprints.maynoothuniversity.ie/1686/1/Allerton08_KitJavSub.pdf
Somsak Kittipiyakul,Abstract This paper proposes multi-equation linear regression model with autoregressive AR (2) method for modelling and forecasting a day ahead electricity load. AR (2) is used to show the dependency of next data on its previous two days data because the nature of …,Short-term electricity load forecasting model and Bayesian estimation for Thailand data,1,2016,../papers2/ICT/Somsak Kittipiyakul/matecconf_acpee2016_06003.pdf,https://www.matec-conferences.org/articles/matecconf/pdf/2016/18/matecconf_acpee2016_06003.pdf
Somsak Kittipiyakul,"Abstract—A contention-based forwarding is a popular approach for forwarder selection in wireless vehicular ad hoc networks. Requiring no information of neighbors, the selection depends on distance-based defer time where the furthest node rebroadcasts first while the …",Effects of Stochastic and Deterministic Defer Times on Time-Stable Geocast in VANETs.,1,2013,../papers2/ICT/Somsak Kittipiyakul/IJAM_43_1_04.pdf,http://www.iaeng.org/IJAM/issues_v43/issue_1/IJAM_43_1_04.pdf
Somsak Kittipiyakul,"Abstract—One popular approach to suppress broadcast storm in vehicular ad-hoc networks is based on distancebased defer time, where nodes further from the transmitter rebroadcast sooner and the closer nodes that hear prior rebroadcasts suppress their own rebroadcasts …",Effects of distance-based defer times and probabilistic channel to time-stable geocast,1,2012,../papers2/ICT/Somsak Kittipiyakul/WCECS2012_pp895-900.pdf,http://www.academia.edu/download/38479241/WCECS2012_pp895-900.pdf
Teerayut Horanont,"Abstract Being able to understand dynamics of human mobility is essential for urban planning and transportation management. Besides geographic space, in this paper, we characterize mobility in a profile-based space (activity-aware map) that describes most …",,222,2010,../papers2/ICT/Teerayut Horanont/hbu2010_final.pdf,http://oro.open.ac.uk/35088/1/hbu2010_final.pdf
Teerayut Horanont,"Abstract The Great East Japan Earthquake and the Fukushima nuclear accident cause large human population movements and evacuations. Understanding and predicting these movements is critical for planning effective humanitarian relief, disaster management, and …",Activity-aware map: Identifying human daily activity pattern using mobile phone data,43,2013,../papers2/ICT/Teerayut Horanont/556d437e08aec22683054e92.pdf,https://www.researchgate.net/profile/Xuan_Song/publication/262294282_Modeling_and_probabilistic_reasoning_of_population_evacuation_during_large-scale_disaster/links/556d437e08aec22683054e92.pdf
Teerayut Horanont,"This study explores the effects that the weather has on people's everyday activity patterns. Temperature, rainfall, and wind speed were used as weather parameters. People's daily activity patterns were inferred, such as place visited, the time this took place, the duration of …",Modeling and probabilistic reasoning of population evacuation during large-scale disaster,32,2013,../papers2/ICT/Teerayut Horanont/journal.pone.0081153,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0081153
Teerayut Horanont,"Abstract Anomaly detection is an important issue in various research fields. An uncommon trajectory or gathering of people in a specific area might correspond to a special event such as a festival, traffic accident or natural disaster. In this paper, we aim to develop a system for …",Anomalous event detection on large-scale gps data from mobile phones using hidden markov model and cloud platform,8,2013,,
Teerayut Horanont,The understanding of mass population movements has greatly advanced with the rapid spread of ubiquitous devices. Anonymized call detail records (CDRs) for mobile phones have enabled us to not only trace individual trajectories but also approximate activity …,Understanding the unobservable population in call detail records through analysis of mobile phone user calling behavior: A case study of Greater Dhaka in …,6,2015,../papers2/ICT/Teerayut Horanont/55147c600cf283ee0836947e.pdf,https://www.researchgate.net/profile/Ayumi_Arai/publication/274073906_Understanding_the_Unobservable_Population_in_Call_Detail_Records_through_Analysis_of_Mobile_Phone_User_Calling_Behavior_A_Case_Study_of_Greater_Dhaka_in_Bangladesh/links/55147c600cf283ee0836947e.pdf
Teerayut Horanont,"Abstract Mobile phones are arguably one of the most prolific sources of large-scale human mobility data. The availability of this data has generated a massive body of research focused on understanding the dynamics and patterns of human mobility. However, it is increasingly …",The design of large scale data management for spatial analysis on mobile phone dataset,7,2013,../papers2/ICT/Teerayut Horanont/70,http://www.geoinfo.ait.ac.th/ajg/index.php/journal/article/download/140/70
